私密頻道 ADULT,#genre#
Taiwan Plus,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1238
年代新聞,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1192
東森新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1014
中天新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1015
三立新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1016
TVBS新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1080
TVBS,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1081
東森財經HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1017
寰宇新聞,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1222
壹新聞,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1242
CNBC,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1063
Bloomberg News,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1066
NHK世界HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1228
鏡電視新聞台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1031
HBO,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1029
AXN,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1054
CINEMAX HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1030
AMC 電影台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1032
寵物頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1040
博斯運動一,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1225
momo 綜合台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1248
DAZN 1,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1069
DAZN 2,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1072
廈門衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1033
CCTV4-中央衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1034
海峽衛視HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1035
浙江衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1036
東方衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1037
湖南衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1038
鳯凰衛視資訊,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1210
鳯凰衛視中文,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1213
寵物頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2024
AMC 電影台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2023
Trace Sport Stars,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2025
韓國娛樂台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2021
鏡電視新聞台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2022
三立台灣,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1061
年代新聞台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1077
三立新聞,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1079
尼克兒童頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1139
nickjr.小尼克,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1138
MTV Live音樂頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1140
達文西頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1136
寵物頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live1137
DreamWorks,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2892
國家地理HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2890
搖滾電影頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2894
探索世界頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2895
搖滾娛樂頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2896
愛自然頻道,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2897
華藝中文台,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2898
緯來體育,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2899
民視新聞,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2900
緯來日本HD,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2901
東風衛視,http://nn.7x9d.cn/jd/mk11.php?ip=61.216.26.165:1888&id=live2902
==60.250.121.103==,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=custom19
台視HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1047
中視HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1048
華視HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1049
民視HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1050
公視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1201
人間衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1198
大愛電視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1216
好消息頻道,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1231
Trace Sport Stars,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1003
DISCOVERY,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1002
旅遊生活,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1005
動物星球,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1004
亞洲旅遊,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1219
momo親子台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1007
東森幼幼HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1008
ANIMAX 卡通動畫頻道,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1060
龍華卡通台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=custom29
緯來綜合HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1044
八大第一HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1043
八大綜合HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1019
三立台灣HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1021
三立都會HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1020
韓國娛樂台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1024
東森綜合HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1041
超視HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1180
中天綜合HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1022
中天娛樂HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1023
東風衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1195
MUCH TV,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1189
東森戲劇HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1042
八大戲劇HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1057
TVBS歡樂HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1018
緯來戲劇,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1186
龍華戲劇台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1009
龍華日韓劇,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1010
龍華偶像劇,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1235
緯來日本HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1026
Taiwan Plus,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1238
年代新聞,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1192
東森新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1014
中天新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1015
民視新聞,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1204
三立新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1016
TVBS新聞HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1051
TVBS HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1251
非凡新聞,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1013
非凡商業,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1012
東森財經HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1017
寰宇新聞,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1222
壹新聞,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1242
CNBC,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1063
Bloomberg News,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1066
NHK世界HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1027
鏡電視新聞台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1031
好萊塢電影HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1025
緯來電影HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1183
龍華電影台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1245
HBO,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1029
AXN,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1054
CINEMAX HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1030
AMC 電影台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1032
寵物頻道,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1040
緯來育樂HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1045
緯來體育HD,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1011
博斯運動一,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1225
momo 綜合台,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1248
DAZN 1,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1069
DAZN 2,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1072
廈門衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1033
CCTV4-中央衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1034
海峽衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1035
浙江衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1036
東方衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1037
湖南衛視,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1038
鳯凰衛視資訊,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1210
鳯凰衛視中文,http://nn.7x9d.cn/jd/mk11.php?ip=60.250.121.103:1888&id=live1213
CHINA 中國,#genre#
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV4,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221226148/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226137/index.m3u8
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221226167/index.m3u8
CCTV10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8
CCTV13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221226150/index.m3u8
CCTV15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8
CCTV16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8
CETV1,https://zby.130519.xyz/PLTV/11/224/3221225775/index.m3u8
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8
江苏卫视,https://zby.130519.xyz/PLTV/11/224/3221225720/index.m3u8
黑龙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225722/index.m3u8
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221225725/index.m3u8
北京卫视,https://zby.130519.xyz/PLTV/11/224/3221225724/index.m3u8
湖南卫视,https://zby.130519.xyz/PLTV/11/224/3221225726/index.m3u8
浙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225727/index.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
湖北卫视,https://zby.130519.xyz/PLTV/11/224/3221225729/index.m3u8
安徽卫视,https://zby.130519.xyz/PLTV/11/224/3221225739/index.m3u8
江西卫视,https://zby.130519.xyz/PLTV/11/224/3221225740/index.m3u8
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8
东南卫视,https://zby.130519.xyz/PLTV/11/224/3221225745/index.m3u8
辽宁卫视,https://zby.130519.xyz/PLTV/11/224/3221225747/index.m3u8
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226082/index.m3u8
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226084/index.m3u8
甘肃卫视,https://zby.130519.xyz/PLTV/11/224/3221226090/index.m3u8
河北卫视,https://zby.130519.xyz/PLTV/11/224/3221226107/index.m3u8
青海卫视,https://zby.130519.xyz/PLTV/11/224/3221226105/index.m3u8
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221226106/index.m3u8
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226109/index.m3u8
山西卫视,https://zby.130519.xyz/PLTV/11/224/3221226113/index.m3u8
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226130/index.m3u8
河南卫视,https://zby.130519.xyz/PLTV/11/224/3221226132/index.m3u8
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226149/index.m3u8
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226151/index.m3u8
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8
海南卫视,https://zby.130519.xyz/PLTV/11/224/3221226154/index.m3u8
重庆卫视,https://zby.130519.xyz/PLTV/11/224/3221226171/index.m3u8
贵州卫视,https://zby.130519.xyz/PLTV/11/224/3221226173/index.m3u8
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8
新闻综合,https://zby.130519.xyz/PLTV/11/224/3221226136/index.m3u8
第一财经,https://zby.130519.xyz/PLTV/11/224/3221225737/index.m3u8
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8
上海都市,https://zby.130519.xyz/PLTV/11/224/3221225749/index.m3u8
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221225762/index.m3u8
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221226155/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226117/index.m3u8
游戏风云,https://zby.130519.xyz/PLTV/11/224/3221226140/index.m3u8
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
乐游,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游,https://zby.130519.xyz/PLTV/11/224/3221226115/index.m3u8
睛彩广场舞,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8
CHINA CCTV,#genre#
CCTV1,http://api.kkitv.itv888.cn:8080/hls/f5fuln3kthe/index.m3u8
CCTV2,http://api.kkitv.itv888.cn:8080/hls/4nlkhc68gfu/index.m3u8
CCTV3,http://api.kkitv.itv888.cn:8080/hls/aikp69mli0d/index.m3u8
CCTV4,http://api.kkitv.itv888.cn:8080/hls/25uo2rutach/index.m3u8
CCTV5,http://api.kkitv.itv888.cn:8080/hls/7vx0ia55les/index.m3u8
CCTV5+,http://api.kkitv.itv888.cn:8080/hls/xsb4znrv3c/index.m3u8
CCTV6,http://api.kkitv.itv888.cn:8080/hls/tp9ajk4od5/index.m3u8
CCTV7,http://api.kkitv.itv888.cn:8080/hls/3udggaszi1i/index.m3u8
CCTV8,http://api.kkitv.itv888.cn:8080/hls/vseo1nm7qp/index.m3u8
CCTV9,http://api.kkitv.itv888.cn:8080/hls/bsmkmf3jrp4/index.m3u8
CCTV10,http://api.kkitv.itv888.cn:8080/hls/wd86wxjxn8/index.m3u8
CCTV11,http://api.kkitv.itv888.cn:8080/hls/og4kq4cnqm/index.m3u8
CCTV12,http://api.kkitv.itv888.cn:8080/hls/nwfb31kwc3l/index.m3u8
CCTV13,http://api.kkitv.itv888.cn:8080/hls/9sxg4yjgot/index.m3u8
CCTV14,http://api.kkitv.itv888.cn:8080/hls/dyfpqk8fpzi/index.m3u8
CCTV15,http://api.kkitv.itv888.cn:8080/hls/hcwu4ianhgw/index.m3u8
CCTV16,http://api.kkitv.itv888.cn:8080/hls/qazacsm0hgl/index.m3u8
CCTV17,http://api.kkitv.itv888.cn:8080/hls/5t4bgijh9da/index.m3u8
CCTV-1,http://222.85.198.92:8000/hls/1/index.m3u8
CCTV-2,http://222.85.198.92:8000/hls/2/index.m3u8
CCTV-3,http://222.85.198.92:8000/hls/3/index.m3u8
CCTV-4,http://222.85.198.92:8000/hls/4/index.m3u8
CCTV-5,http://222.85.198.92:8000/hls/5/index.m3u8
CCTV-6,http://222.85.198.92:8000/hls/6/index.m3u8
CCTV-7,http://222.85.198.92:8000/hls/7/index.m3u8
CCTV-8,http://222.85.198.92:8000/hls/8/index.m3u8
CCTV-10,http://222.85.198.92:8000/hls/9/index.m3u8
CCTV-11,http://222.85.198.92:8000/hls/10/index.m3u8
CCTV-12,http://222.85.198.92:8000/hls/11/index.m3u8
CCTV-13,http://222.85.198.92:8000/hls/12/index.m3u8
CCTV-14,http://222.85.198.92:8000/hls/13/index.m3u8
CCTV-15,http://222.85.198.92:8000/hls/14/index.m3u8
CCTV-17,http://222.85.198.92:8000/hls/15/index.m3u8
貴州衛視,http://222.85.198.92:8000/hls/16/index.m3u8
湖南衛視,http://222.85.198.92:8000/hls/17/index.m3u8
浙江衛視,http://222.85.198.92:8000/hls/18/index.m3u8
江蘇衛視,http://222.85.198.92:8000/hls/19/index.m3u8
安徽衛視,http://222.85.198.92:8000/hls/20/index.m3u8
河南衛視,http://222.85.198.92:8000/hls/27/index.m3u8
北京衛視,http://222.85.198.92:8000/hls/29/index.m3u8
雲南衛視,http://222.85.198.92:8000/hls/35/index.m3u8
東方衛視,http://222.85.198.92:8000/hls/38/index.m3u8
CCTV-1,http://222.85.198.92:8000/hls/40/index.m3u8
河北衛視,http://222.85.198.92:8000/hls/41/index.m3u8
海南衛視,http://222.85.198.92:8000/hls/42/index.m3u8
山東衛視,http://222.85.198.92:8000/hls/43/index.m3u8
江西衛視,http://222.85.198.92:8000/hls/44/index.m3u8
黑龍江衛視,http://222.85.198.92:8000/hls/45/index.m3u8
四川衛視,http://222.85.198.92:8000/hls/46/index.m3u8
四川衛視,http://222.85.198.92:8000/hls/47/index.m3u8
CCTV-5+,http://221.14.142.118:8000/hls/5/index.m3u8
CCTV-1,http://221.14.142.118:8000/hls/1/index.m3u8
CCTV-10,http://221.14.142.118:8000/hls/2/index.m3u8
CCTV-3,http://221.14.142.118:8000/hls/3/index.m3u8
CCTV-4,http://221.14.142.118:8000/hls/4/index.m3u8
CCTV-5+,http://221.14.142.118:8000/hls/5/index.m3u8
CCTV-6,http://221.14.142.118:8000/hls/6/index.m3u8
CCTV-7,http://221.14.142.118:8000/hls/7/index.m3u8
CCTV-8,http://221.14.142.118:8000/hls/8/index.m3u8
CCTV-9,http://221.14.142.118:8000/hls/9/index.m3u8
CCTV-10,http://221.14.142.118:8000/hls/10/index.m3u8
CCTV-11,http://221.14.142.118:8000/hls/11/index.m3u8
CCTV-12,http://221.14.142.118:8000/hls/12/index.m3u8
CCTV-14,http://221.14.142.118:8000/hls/14/index.m3u8
CCTV-15,http://221.14.142.118:8000/hls/15/index.m3u8
CGTN,http://221.14.142.118:8000/hls/16/index.m3u8
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
未知频道,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
歐飛,#genre#
台視,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv066&sd=1080&proxy=false
台視新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv051&sd=1080&proxy=false
中視,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv040&sd=1080&proxy=false
中視新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv074&sd=1080&proxy=false
華視,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv041&sd=1080&proxy=false
華視新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv052&sd=1080&proxy=false
三立新聞iNEWS,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=iNEWS&sd=1080&proxy=false
中天新聞台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv009&sd=1080&proxy=false
寰宇新聞台灣台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv156&sd=1080&proxy=false
寰宇新聞台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn14&sd=1080&proxy=false
寰宇財經台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv158&sd=1080&proxy=false
倪珍播新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=nnews-zh&sd=1080&proxy=false
倪珍英語新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=nnews-en&sd=1080&proxy=false
倪珍越南語新聞,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=nnews-vn&sd=1080&proxy=false
好消息,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-ftv16&sd=1080&proxy=false
好消息2台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-ftv17&sd=1080&proxy=false
第1商業台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv104&sd=1080&proxy=false
國會頻道1台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv084&sd=1080&proxy=false
國會頻道2台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv085&sd=1080&proxy=false
ELTV生活英語台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn20&sd=1080&proxy=false
Smart知識台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn19&sd=1080&proxy=false
亞洲旅遊台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv076&sd=1080&proxy=false
